Name                                         Stars  OpenIssues  Updated                      Description
kkharji/sqlite.lua                           372    15          2023-04-19T17:01:37Z         SQLite LuaJIT binding with a very simple api.                                                                                                                                                                                      
Bryley/neoai.nvim                            372    18          2023-07-12T00:49:47Z         Neovim plugin for intracting with GPT models from OpenAI
edluffy/specs.nvim                           372    18          2022-09-20T14:11:29Z         👓 A fast and lightweight Neovim lua plugin to keep an eye on where your cursor has jumped.                                                                                                                                         
anuvyklack/pretty-fold.nvim                  370    7           2022-07-20T15:15:26Z         Foldtext customization in Neovim
smjonas/live-command.nvim                    370    7           2023-06-05T12:17:16Z         The easiest way to create previewable commands in Neovim.                                                                                                                                                                          
mfussenegger/nvim-ts-hint-textobject         367    5           2023-02-24T14:47:00Z         Region selection with hints on the AST nodes of a document powered by treesitter
sindrets/winshift.nvim                       366    1           2022-09-06T14:00:40Z         Rearrange your windows with ease.                                                                                                                                                                                                  
smjonas/inc-rename.nvim                      363    2           2023-06-03T00:21:16Z         Incremental LSP renaming based on Neovim's command-preview feature.                                                                                                                                                                
CRAG666/code_runner.nvim                     363    13          2023-05-25T03:03:47Z         Neovim plugin.The best code runner you could have, it is like the one in vscode but with super powers, it manages projects like in intellij but without being slow
svermeulen/vimpeccable                       362    9           2021-12-28T20:27:43Z         Neovim plugin that allows you to easily map keys directly to lua code inside your init.lua
famiu/bufdelete.nvim                         361    0           2023-06-29T08:25:30Z         Delete Neovim buffers without losing window layout
ldelossa/litee.nvim                          351    11          2022-12-11T01:48:03Z         A framework for building Neovim plugins
noib3/cokeline.nvim                          349    4           2023-07-06T20:42:53Z         :nose: A Neovim bufferline for people with addictive personalities
m-demare/hlargs.nvim                         348    4           2023-07-05T20:06:54Z         Highlight arguments' definitions and usages, using Treesitter
Shatur/neovim-session-manager                347    11          2023-06-27T20:21:00Z         A simple wrapper around :mksession.                                                                                                                                                                                                
scalameta/nvim-metals                        340    17          2023-07-04T06:20:14Z         A Metals plugin for Neovim
lewis6991/satellite.nvim                     339    6           2023-07-11T13:13:59Z         Decorate scrollbar for Neovim
tiagovla/tokyodark.nvim                      336    0           2023-06-27T19:24:46Z         A clean dark theme written in lua for neovim.                                                                                                                                                                                      
yamatsum/nvim-cursorline                     335    7           2022-04-15T15:02:05Z         A plugin for neovim that highlights cursor words and lines
luukvbaal/nnn.nvim                           334    0           2023-06-08T00:40:12Z         File manager for Neovim powered by nnn.                                                                                                                                                                                            
mickael-menu/zk-nvim                         331    1           2023-07-09T13:42:52Z         Neovim extension for zk
gbprod/substitute.nvim                       325    10          2023-07-03T10:51:32Z         Neovim plugin introducing a new operators motions to quickly replace and exchange text.                                                                                                                                            
wuelnerdotexe/vim-enfocado                   321    1           2023-07-04T17:20:23Z         How themes should be.                                                                                                                                                                                                              
nvim-lua/popup.nvim                          321    10          2021-11-18T16:48:11Z         [WIP] An implementation of the Popup API from vim in Neovim. Hope to upstream when complete
numToStr/Navigator.nvim                      312    7           2023-02-02T13:22:52Z         :sparkles: Smoothly navigate between neovim and terminal multiplexer(s) :sparkles:                                                                                                                                                 
gpanders/editorconfig.nvim                   312    0           2023-01-10T15:34:57Z         EditorConfig plugin for Neovim
tamago324/lir.nvim                           310    7           2023-07-12T13:45:54Z         Neovim file explorer
haringsrob/nvim_context_vt                   309    1           2023-07-05T20:52:01Z         Virtual text context for neovim treesitter
lvim-tech/lvim                               306    0           2023-07-12T05:59:13Z         LVIM IDE is a modular Neovim configuration written in LUA with full customization. LSP support for 60+ languages. Debug support for c, cpp, dart, elixir, go, haskell, java, javascript/typescript, lua, php, python, ruby, rust.  
luukvbaal/statuscol.nvim                     305    1           2023-06-20T00:17:32Z         Status column plugin that provides a configurable 'statuscolumn' and click handlers.                                                                                                                                               
gorbit99/codewindow.nvim                     300    14          2023-06-12T14:56:03Z
yamatsum/nvim-nonicons                       296    9           2023-02-04T07:32:37Z         Icon set using nonicons for neovim plugins and settings
glepnir/zephyr-nvim                          296    1           2022-12-31T04:37:43Z         A dark neovim colorscheme written in lua
ojroques/nvim-lspfuzzy                       296    1           2023-06-28T15:33:30Z         A Neovim plugin to make the LSP client use FZF
rlane/pounce.nvim                            296    8           2023-06-20T04:32:22Z         Incremental fuzzy search motion plugin for Neovim
startup-nvim/startup.nvim                    295    7           2023-03-13T14:49:44Z         A highly configurable neovim startup screen
luisiacc/gruvbox-baby                        295    4           2023-06-29T23:26:05Z         Gruvbox theme for neovim with full 🎄TreeSitter support.                                                                                                                                                                            
vijaymarupudi/nvim-fzf                       293    1           2022-07-12T14:05:51Z         A Lua API for using fzf in neovim.                                                                                                                                                                                                 
esensar/nvim-dev-container                   291    10          2023-07-01T16:09:17Z         Neovim dev container support - Mirror of https://codeberg.org/esensar/nvim-dev-container
NTBBloodbath/cheovim                         289    9           2023-01-25T02:10:24Z         Neovim configuration switcher written in Lua. Inspired by chemacs.                                                                                                                                                                 
rktjmp/hotpot.nvim                           288    9           2023-07-09T10:27:44Z         :stew: Carl Weathers #1 Neovim Plugin.                                                                                                                                                                                             
jubnzv/virtual-types.nvim                    284    2           2023-04-07T13:20:10Z         Neovim plugin that shows type annotations as virtual text
tanvirtin/monokai.nvim                       284    8           2023-01-18T14:01:33Z         Monokai theme for Neovim written in Lua.                                                                                                                                                                                           
ckolkey/ts-node-action                       282    8           2023-05-19T20:48:11Z         Neovim Plugin for running functions on nodes.                                                                                                                                                                                      
ChristianChiarulli/nvcode-color-schemes.vim  281    25          2021-07-03T20:24:31Z         A bunch of generated colorschemes (treesitter supported)                                                                                                                                                                           
m4xshen/autoclose.nvim                       276    1           2023-06-22T12:11:06Z         A minimalist Neovim plugin that auto pairs & closes brackets
nvim-zh/colorful-winsep.nvim                 276    1           2023-05-31T09:35:39Z         Make your nvim window separators colorful
vuki656/package-info.nvim                    275    18          2023-03-28T18:42:16Z         ✍️ All the npm/yarn/pnpm commands I don't want to type
nikvdp/neomux                                274    1           2023-04-14T05:30:20Z         Control Neovim from shells running inside Neovim.                                                                                                                                                                                  
filipdutescu/renamer.nvim                    274    4           2022-08-29T21:09:13Z         VS Code-like renaming UI for Neovim, writen in Lua.                                                                                                                                                                                
ethanholz/nvim-lastplace                     270    1           2023-06-05T16:58:10Z         A Lua rewrite of vim-lastplace
nvim-colortils/colortils.nvim                269    6           2023-04-26T09:49:15Z         Some color utils for neovim
axkirillov/easypick.nvim                     268    1           2023-05-22T14:08:45Z         A neovim plugin that lets you easily create Telescope pickers from arbitrary console commands
AckslD/nvim-FeMaco.lua                       265    5           2023-05-23T13:44:05Z         Catalyze your Fenced Markdown Code-block editing!                                                                                                                                                                                  
debugloop/telescope-undo.nvim                265    3           2023-06-03T14:02:09Z         A telescope extension to view and search your undo tree 🌴                                                                                                                                                                          
shortcuts/no-neck-pain.nvim                  264    8           2023-06-24T14:44:14Z         ☕ Dead simple plugin to center the currently focused buffer to the middle of the screen.                                                                                                                                           
jbyuki/one-small-step-for-vimkind            264    0           2023-07-08T11:52:20Z         Debug adapter for Neovim plugins
chrisgrieser/nvim-various-textobjs           264    1           2023-07-08T08:38:47Z         Bundle of two dozen new text objects for Neovim.                                                                                                                                                                                   
tamton-aquib/staline.nvim                    262    1           2023-06-11T06:36:28Z         A modern lightweight statusline and bufferline plugin for neovim in lua. Mainly uses unicode symbols for showing info.                                                                                                             
LinArcX/telescope-command-palette.nvim       259    6           2023-04-01T10:31:24Z         Create key-bindings and watch them with telescope :telescope:                                                                                                                                                                      
miversen33/netman.nvim                       258    45          2023-04-19T01:21:04Z         Neovim (Lua powered) Network Resource Manager
norcalli/snippets.nvim                       258    18          2020-09-09T23:42:27Z
tamago324/nlsp-settings.nvim                 257    12          2023-06-29T08:02:46Z         A plugin for setting Neovim LSP with JSON or YAML files
ghillb/cybu.nvim                             257    2           2023-04-28T17:43:46Z         Neovim plugin that offers context when cycling buffers in the form of a customizable notification window.                                                                                                                          
elixir-tools/elixir-tools.nvim               255    15          2023-07-05T03:35:09Z         Neovim plugin for Elixir
ecthelionvi/NeoComposer.nvim                 254    2           2023-06-25T00:59:57Z         Neovim plugin that simplifies macros, enhancing productivity with harmony.                                                                                                                                                         
bfredl/nvim-luadev                           254    2           2023-03-13T20:59:24Z         REPL/debug console for nvim lua plugins
gen740/SmoothCursor.nvim                     251    2           2023-03-07T16:58:48Z
ekickx/clipboard-image.nvim                  250    12          2022-11-10T03:15:16Z         Neovim Lua plugin to paste image from clipboard.                                                                                                                                                                                   
matbme/JABS.nvim                             249    12          2023-05-09T22:16:33Z         Just Another Buffer Switcher for Neovim
Xuyuanp/scrollbar.nvim                       247    9           2022-06-16T10:21:14Z         scrollbar for neovim
olimorris/persisted.nvim                     247    1           2023-06-30T04:09:55Z         💾 Simple session management for Neovim with git branching, autoloading and Telescope support
declancm/cinnamon.nvim                       246    9           2022-12-04T08:42:44Z         Smooth scrolling for ANY movement command 🤯. A Neovim plugin written in Lua!                                                                                                                                                       
FrenzyExists/aquarium-vim                    246    2           2023-02-12T06:37:14Z         🌊 Aquarium, a simple vibrant dark theme for vim 🗒                                                                                                                                                                                  
frabjous/knap                                243    7           2023-01-21T19:23:41Z         Neovim plugin for creating live-updating-as-you-type previews of LaTeX, markdown, and other files in the viewer of your choice.                                                                                                    
Pocco81/HighStr.nvim                         243    9           2022-10-21T10:44:07Z         🦎 A NeoVim plugin for highlighting visual selections like in a normal document editor!                                                                                                                                             
gennaro-tedesco/nvim-peekup                  243    1           2023-02-23T13:31:56Z         👀 dynamically interact with vim registers
gennaro-tedesco/nvim-jqx                     242    0           2023-02-28T08:55:56Z         Populate the quickfix with json entries
dcampos/nvim-snippy                          241    5           2023-05-15T01:06:02Z         Snippet plugin for Neovim written in Lua
m4xshen/hardtime.nvim                        240    3           2023-07-04T14:10:21Z         A Neovim plugin helping you establish good command workflow and habit
jedrzejboczar/possession.nvim                239    8           2023-06-06T08:01:22Z         Flexible session management for Neovim.                                                                                                                                                                                            
MrcJkb/haskell-tools.nvim                    239    12          2023-07-09T07:24:26Z         Supercharge your Haskell experience in neovim!                                                                                                                                                                                     
ray-x/aurora                                 237    1           2023-03-23T06:00:39Z         A vivid dark theme for (Neo)Vim. Optimized for treesitter, LSP.                                                                                                                                                                    
NMAC427/guess-indent.nvim                    237    8           2023-04-03T16:31:05Z         Automatic indentation style detection for Neovim
linty-org/key-menu.nvim                      233    9           2022-11-23T16:01:58Z         Key mapping hints in a floating window
tjdevries/express_line.nvim                  233    15          2021-12-01T21:14:32Z         WIP: Statusline written in pure lua. Supports co-routines, functions and jobs.                                                                                                                                                     
b0o/mapx.nvim                                232    8           2022-02-24T00:33:30Z         🗺 A better way to create key mappings in Neovim
bfredl/nvim-miniyank                         230    11          2019-11-05T09:28:34Z         killring-alike plugin for neovim and vim 8 with no default mappings
themercorp/themer.lua                        229    4           2023-07-11T02:21:32Z         A simple, minimal highlighter plugin for neovim
FeiyouG/command_center.nvim                  229    5           2022-11-25T04:48:06Z         Create and manage keybindings and commands in a more organized manner, and search them quickly through Telescope
LionC/nest.nvim                              225    10          2021-09-26T21:22:45Z
ziontee113/color-picker.nvim                 224    6           2023-05-21T22:06:21Z         A powerful Neovim plugin that lets users choose & modify RGB/HSL/HEX colors.                                                                                                                                                       
kdheepak/tabline.nvim                        223    24          2023-06-03T23:16:09Z         A "buffer and tab" tabline for neovim
chrisgrieser/nvim-spider                     222    4           2023-07-12T11:25:09Z         Use the w, e, b motions like a spider. Move by subwords and skip insignificant punctuation.                                                                                                                                        
AckslD/muren.nvim                            222    11          2023-06-26T03:24:58Z         Multiple replacements in neovim
cbochs/portal.nvim                           220    3           2023-03-25T17:20:52Z         Neovim plugin for improved location list navigation
xeluxee/competitest.nvim                     219    12          2023-07-10T09:09:09Z         CompetiTest.nvim is a Neovim plugin to automate testcases management and checking for Competitive Programming
willothy/flatten.nvim                        219    5           2023-04-23T02:35:07Z         Open files and command output from neovim terminals in your current neovim instance
potamides/pantran.nvim                       215    3           2023-07-12T22:56:53Z         Use your favorite machine translation engines without having to leave your favorite editor.                                                                                                                                        
is0n/fm-nvim                                 210    6           2022-10-11T03:44:35Z         🗂 Neovim plugin that lets you use your favorite terminal file managers (and fuzzy finders) from within Neovim.                                                                                                                     
Iron-E/nvim-highlite                         209    1           2023-07-07T18:44:54Z         A colorscheme generator that is "lite" on logic for the developer.                                                                                                                                                                 
zbirenbaum/neodim                            207    4           2023-06-07T22:10:07Z         Neovim plugin for dimming the highlights of unused functions, variables, parameters, and more
rgroli/other.nvim                            204    5           2023-06-21T15:42:27Z         Open alternative files for the current buffer
adelarsq/neoline.vim                         203    11          2023-07-13T03:42:30Z         Status Line for Neovim focused on beauty and performance ✅🖤💙💛                                                                                                                                                                      
Junnplus/nvim-lsp-setup                      203    2           2023-06-26T01:40:34Z         A simple wrapper for nvim-lspconfig and mason-lspconfig to easily setup LSP servers.                                                                                                                                               
pianocomposer321/yabs.nvim                   203    6           2022-05-09T00:22:20Z         Yet Another Build System/Code Runner for Neovim, written in lua
askfiy/nvim                                  201    1           2023-07-08T16:56:15Z         An excellent Neovim configuration, which is as powerful as Vscode, is lightning fast ⚡                                                                                                                                             
LudoPinelli/comment-box.nvim                 201    5           2023-03-14T05:39:34Z         :sparkles: Clarify and beautify your comments using boxes and lines.                                                                                                                                                               
toppair/reach.nvim                           200    5           2022-11-21T20:29:37Z         Buffer, mark, tabpage, colorscheme switcher for Neovim
cbochs/grapple.nvim                          199    13          2023-03-08T17:54:43Z         Neovim plugin for tagging important files
jvgrootveld/telescope-zoxide                 198    7           2023-02-08T07:23:48Z         An extension for telescope.nvim that allows you operate zoxide within Neovim.                                                                                                                                                      
ziontee113/icon-picker.nvim                  190    2           2023-05-04T13:00:44Z         This is a Neovim plugin that helps you pick Nerd Font Icons, Symbols & Emojis
MunifTanjim/prettier.nvim                    189    3           2023-06-16T16:47:56Z         Prettier plugin for Neovim's built-in LSP client.                                                                                                                                                                                  
gfanto/fzf-lsp.nvim                          189    8           2023-02-02T21:36:47Z         Enable the power of fzf fuzzy search for the neovim built in lsp
danielfalk/smart-open.nvim                   186    2           2023-07-02T01:23:00Z         Neovim plugin for fast file-finding
aaronhallaert/advanced-git-search.nvim       185    2           2023-06-22T07:55:06Z         Search your git history by commit message, content and author in Neovim
brenoprata10/nvim-highlight-colors           185    7           2023-07-01T11:02:29Z         Highlight colors for neovim
mrjones2014/nvim-ts-rainbow                  184    5           2023-06-07T17:21:36Z         Rainbow parentheses for neovim using tree-sitter.                                                                                                                                                                                  
olivercederborg/poimandres.nvim              180    5           2023-02-17T22:43:01Z         Poimandres colorscheme for Neovim written in Lua
kdheepak/panvimdoc                           180    2           2023-06-25T01:22:42Z         Write documentation in pandoc markdown. Generate documentation in vimdoc.                                                                                                                                                          
andythigpen/nvim-coverage                    177    4           2023-07-09T17:18:52Z         Displays test coverage data in the sign column
samjwill/nvim-unception                      177    7           2023-04-11T16:18:47Z         A plugin that leverages Neovim's built-in RPC functionality to simplify opening files from within Neovim's terminal emulator without nesting sessions.                                                                             
Everblush/everblush.nvim                     175    1           2023-05-11T12:45:30Z         A port of everblush.vim but written in lua
gnikdroy/projections.nvim                    174    5           2023-06-29T13:12:51Z         A map to your filesystem
booperlv/nvim-gomove                         174    3           2022-07-19T11:36:33Z         A complete plugin for moving and duplicating blocks and lines, with complete fold handling, reindenting, and undoing in one go.                                                                                                    
tveskag/nvim-blame-line                      172    6           2022-05-04T14:56:39Z         A small plugin that uses neovims virtual text to print git blame info at the end of the current line.                                                                                                                              
stevearc/gkeep.nvim                          172    5           2023-05-27T16:22:15Z         Google Keep integration for Neovim
code-biscuits/nvim-biscuits                  172    6           2023-03-28T01:33:39Z         A neovim port of Assorted Biscuits. Ends up with more supported languages too.                                                                                                                                                     
beauwilliams/statusline.lua                  171    4           2022-10-12T00:32:32Z         A zero-config minimal statusline for neovim written in lua featuring awesome integrations and blazing speed!                                                                                                                       
axieax/urlview.nvim                          169    1           2023-05-23T14:06:49Z         🔎 Neovim plugin for viewing all the URLs in a buffer
miversen33/import.nvim                       169    5           2023-03-01T15:23:58Z         A safe require override with niceties
David-Kunz/jester                            169    4           2023-06-01T06:54:39Z         A Neovim plugin to easily run and debug Jest tests
alvarosevilla95/luatab.nvim                  167    5           2021-12-05T20:01:56Z         Tabline lua plugin for neovim
andersevenrud/nordic.nvim                    167    6           2022-12-08T21:09:48Z         A nord-esque colorscheme for neovim
natecraddock/workspaces.nvim                 167    0           2023-06-09T16:10:02Z         a simple plugin to manage workspace directories in neovim
NTBBloodbath/doom-one.nvim                   167    8           2022-12-24T22:49:46Z         doom-emacs' doom-one Lua port for Neovim
uloco/bluloco.nvim                           167    19          2023-04-26T15:49:48Z         bluloco theme port for neovim
norcalli/nvim-terminal.lua                   166    9           2019-10-17T12:41:26Z         A high performance filetype mode for Neovim which leverages conceal and highlights your buffer with the correct color codes.                                                                                                       
Mofiqul/adwaita.nvim                         166    2           2023-06-22T02:27:18Z         Neovim colorscheme using Gnome Adwaita syntax
Abstract-IDE/Abstract                        164    2           2023-07-08T05:26:18Z         neovim as an IDE
shaeinst/roshnivim                           164    2           2023-07-08T05:26:18Z         neovim as an IDE
LeonHeidelbach/trailblazer.nvim              164    1           2023-04-08T13:07:05Z         TrailBlazer enables you to seemlessly move through important project marks as quickly and efficiently as possible to make your workflow blazingly fast ™.                                                                          
jghauser/mkdir.nvim                          163    1           2022-07-23T11:43:26Z         This neovim plugin creates missing folders on save.                                                                                                                                                                                
winston0410/range-highlight.nvim             162    9           2021-08-03T07:19:30Z         An extremely lightweight plugin (~ 120loc) that hightlights ranges you have entered in commandline.                                                                                                                                
kyazdani42/blue-moon                         157    0           2023-04-21T19:02:10Z         A dark color scheme for Neovim derived from palenight and carbonight
ojroques/nvim-hardline                       156    1           2023-02-06T08:11:31Z         A simple Neovim statusline
roobert/search-replace.nvim                  156    3           2023-01-08T11:16:15Z         :monocle_face: A Neovim search and replace plugin that builds on the native search and replace experience.                                                                                                                         
mawkler/modicator.nvim                       156    3           2023-06-29T07:48:11Z         Cursor line number mode indicator
NTBBloodbath/galaxyline.nvim                 154    15          2022-01-21T15:55:56Z         neovim statusline plugin written in lua
shaunsingh/moonlight.nvim                    153    5           2021-05-16T18:19:14Z         Port of VSCode's Moonlight colorscheme for NeoVim written in Lua with built-in support for native LSP, TreeSitter and many more plugins
Darazaki/indent-o-matic                      153    0           2023-06-03T18:28:47Z         Dumb automatic fast indentation detection for Neovim written in Lua
m4xshen/smartcolumn.nvim                     153    1           2023-03-21T16:53:58Z         A Neovim plugin hiding your colorcolumn when unneeded.                                                                                                                                                                             
udayvir-singh/tangerine.nvim                 153    1           2023-06-30T11:42:50Z         🍊 Sweet Fennel integration for Neovim
is0n/jaq-nvim                                153    10          2022-10-11T03:41:02Z         ⚙️ Just Another Quickrun Plugin for Neovim in Lua
ishan9299/nvim-solarized-lua                 151    12          2022-11-19T04:39:33Z         solarized colorscheme in lua for nvim 0.5
freddiehaddad/feline.nvim                    150    0           2023-06-19T17:16:20Z         A minimal, stylish and customizable statusline, statuscolumn, and winbar for Neovim
ray-x/starry.nvim                            150    1           2023-03-23T06:01:21Z         A pack of modern nvim color schemes: material, moonlight, Dracula (blood), Monokai, Mariana, Emerald, earlysummer, middlenight_blue... Fully support Treesitter, LSP and a variety of plugins.                                     
samodostal/image.nvim                        150    7           2023-06-08T14:32:05Z         🖼️ Image Viewer as ASCII Art for Neovim written in Lua
alec-gibson/nvim-tetris                      148    4           2021-06-28T16:47:17Z         Bringing emacs' greatest feature to neovim - Tetris!                                                                                                                                                                               
onsails/diaglist.nvim                        148    5           2022-09-01T13:40:43Z         Live render workspace diagnostics in quickfix with current buf errors on top, buffer diagnostics in loclist
davidgranstrom/scnvim                        146    18          2023-06-27T16:44:29Z         Neovim frontend for SuperCollider.                                                                                                                                                                                                 
dmmulroy/tsc.nvim                            145    4           2023-06-23T11:49:10Z         A Neovim plugin for seamless, asynchronous project-wide TypeScript type-checking using the TypeScript compiler (tsc)                                                                                                               
rafamadriz/neon                              143    2           2022-11-27T18:56:53Z         Customizable coloscheme with dark and light options, vivid colors and easy on the eye.                                                                                                                                             
ramojus/mellifluous.nvim                     142    0           2023-07-02T08:43:25Z         Pleasant and productive colorscheme for Neovim
CosmicNvim/cosmic-ui                         142    1           2022-12-30T19:52:48Z         Cosmic-UI is a simple wrapper around specific vim functionality. Built in order to provide a quick and easy way to create a Cosmic UI experience with Neovim!                                                                      
klen/nvim-test                               142    19          2023-05-02T13:33:49Z         A Neovim wrapper for running tests
LukasPietzschmann/telescope-tabs             142    2           2023-04-21T05:08:11Z         Fly through your tabs in neovim ✈️                                                                                                                                                                                                 
andrewferrier/debugprint.nvim                142    19          2023-05-28T18:25:38Z         Debugging in NeoVim the print() way!                                                                                                                                                                                               
ellisonleao/nvim-plugin-template             142    2           2023-05-08T14:51:34Z         A neovim plugin template for github repos
smjonas/snippet-converter.nvim               141    5           2023-02-11T19:48:43Z         Bundle snippets from multiple sources and convert them to your format of choice.                                                                                                                                                   
SidOfc/carbon.nvim                           139    1           2023-06-15T09:17:37Z         The simple directory tree viewer for Neovim written in Lua.                                                                                                                                                                        
jedrzejboczar/toggletasks.nvim               137    5           2023-03-08T19:40:57Z         Neovim task runner: JSON/YAML + toggleterm.nvim + telescope.nvim
ishan9299/modus-theme-vim                    136    3           2022-10-09T05:01:13Z         Port of modus-themes in neovim
nanotee/sqls.nvim                            135    9           2023-05-21T19:31:40Z         Neovim plugin for sqls that leverages the built-in LSP client
tomiis4/hypersonic.nvim                      133    0           2023-07-10T15:26:34Z         A Neovim plugin that provides an explanation for regular expressions.                                                                                                                                                              
ray-x/sad.nvim                               132    3           2023-03-13T07:08:02Z         Space Age seD in Neovim. A project-wide find and replace plugin for Neovim.                                                                                                                                                        
rawnly/gist.nvim                             132    2           2023-06-19T15:41:06Z         Neovim plugin that allows you to create a Github Gist from the current file
yazeed1s/minimal.nvim                        130    1           2022-11-03T20:03:29Z
rockerBOO/boo-colorscheme-nvim               129    3           2023-06-21T02:46:46Z         Boo is a colorscheme for Neovim with handcrafted support for LSP, Tree-sitter.                                                                                                                                                     
yashguptaz/calvera-dark.nvim                 129    3           2021-08-13T03:42:30Z         Calvera Dark Colorscheme for Neovim written in Lua with built-in support for native LSP, TreeSitter and many more plugins
Julian/lean.nvim                             129    33          2023-07-10T14:42:01Z         neovim support for the Lean theorem prover
jubnzv/mdeval.nvim                           128    1           2022-10-30T23:26:42Z         Neovim plugin that evaluates code blocks inside documents
ZhiyuanLck/smart-pairs                       128    9           2022-03-22T08:26:42Z         Ultimate smart pairs written in lua!                                                                                                                                                                                               
olexsmir/gopher.nvim                         127    7           2023-05-07T14:56:26Z         Neovim plugin for make golang development easiest
cuducos/yaml.nvim                            127    1           2023-07-12T14:08:59Z         🍒 YAML toolkit for Neovim users
kazhala/close-buffers.nvim                   126    8           2021-11-14T23:11:00Z         :bookmark_tabs: Delete multiple vim buffers based on different conditions
AckslD/swenv.nvim                            126    1           2023-05-19T01:16:22Z         Tiny plugin to quickly switch python virtual environments from within neovim without restarting.                                                                                                                                   
Bekaboo/deadcolumn.nvim                      125    2           2023-06-03T08:19:12Z         A neovim plugin that shows colorcolumn dynamically
yazeed1s/oh-lucy.nvim                        124    1           2022-11-26T21:20:17Z         Inspired by oh-lucy theme in vscodium, with few tweaks!                                                                                                                                                                            
ray-x/guihua.lua                             123    1           2023-04-27T11:16:17Z         A GUI library for Neovim plugin developers
t-troebst/perfanno.nvim                      122    0           2023-06-21T03:54:16Z         NeoVim lua plugin that annotates source code with profiling information from perf or other profilers
EthanJWright/vs-tasks.nvim                   122    3           2023-06-02T15:32:07Z         A telescope plugin that runs tasks similar to VS Code's task implementation.                                                                                                                                                       
f-person/auto-dark-mode.nvim                 121    1           2023-06-15T17:58:37Z         A Neovim plugin for macOS that automatically changes the editor appearance based on system settings.                                                                                                                               
chrisgrieser/nvim-genghis                    121    3           2023-07-04T16:36:31Z         Convenience file operations for neovim, written in lua.                                                                                                                                                                            
svrana/neosolarized.nvim                     119    3           2023-06-29T12:15:05Z         Truecolor solarized theme for neovim in Lua using colorbuddy
cstsunfu/.sea.nvim                           118    0           2023-07-09T16:45:37Z         21st-century Neovim configure. Mainly implemented by lua.                                                                                                                                                                          
gennaro-tedesco/nvim-possession              117    0           2023-06-28T12:20:53Z         📌 the no-nonsense session manager
winston0410/commented.nvim                   115    4           2022-03-12T18:54:04Z         Neovim commenting plugin in Lua. Support operator, motions and more than 60 languages! :fire:                                                                                                                                      
milisims/nvim-luaref                         115    0           2022-02-17T02:16:42Z         Add a vim :help reference for lua
Civitasv/cmake-tools.nvim                    114    1           2023-07-13T09:54:37Z         CMake integration in Neovim
j-morano/buffer_manager.nvim                 114    0           2023-06-21T07:56:30Z         A simple plugin to easily manage Neovim buffers.                                                                                                                                                                                   
kvrohit/mellow.nvim                          113    0           2023-06-27T05:20:47Z         A soothing dark color scheme for neovim and friends.                                                                                                                                                                               
drybalka/tree-climber.nvim                   113    0           2022-10-14T07:42:51Z
someone-stole-my-name/yaml-companion.nvim    112    5           2023-03-03T21:07:31Z         Get, set and autodetect YAML schemas in your buffers.                                                                                                                                                                              
VidocqH/lsp-lens.nvim                        112    4           2023-04-29T08:12:11Z         Neovim plugin for displaying references and difinition infos upon functions like JB's IDEA.                                                                                                                                        
xiyaowong/nvim-cursorword                    108    0           2022-06-22T13:43:56Z         highlight the word under the cursor.                                                                                                                                                                                               
crispgm/nvim-go                              108    1           2023-04-17T10:04:35Z         A minimal implementation of Golang development plugin for Neovim
s1n7ax/nvim-terminal                         108    1           2022-06-29T17:00:10Z         A Lua-Neovim plugin that toggles a terminal
theory-of-everything/nii-nvim                108    1           2022-09-24T03:59:20Z         A minimal neovim configuration
AckslD/nvim-revJ.lua                         107    5           2022-04-11T12:16:02Z         Nvim-plugin for doing the opposite of join-line (J) of arguments written in lua.                                                                                                                                                   
altermo/ultimate-autopair.nvim               106    2           2023-07-13T05:31:41Z         A neovim autopair plugin designed to have all the features that an autopair plugin needs.                                                                                                                                          
woosaaahh/sj.nvim                            106    2           2022-12-07T16:56:17Z         Search based navigation combined with quick jump features.                                                                                                                                                                         
jghauser/papis.nvim                          104    5           2023-05-08T17:41:04Z         Manage your bibliography from within your favourite editor
charludo/projectmgr.nvim                     104    0           2023-04-03T15:36:37Z         Quickly switch between projects and automate startup tasks.                                                                                                                                                                        
gbprod/cutlass.nvim                          103    0           2023-05-01T15:48:00Z         Plugin that adds a 'cut' operation separate from 'delete'                                                                                                                                                                          
kvrohit/substrata.nvim                       103    1           2022-10-07T01:23:52Z          A cold, dark color scheme for Neovim
ellisonleao/carbon-now.nvim                  103    1           2023-04-11T16:43:41Z         Create beautiful code snippets directly from your neovim terminal
nguyenvukhang/nvim-toggler                   102    1           2023-07-11T03:54:19Z         invert text in vim, purely with lua.                                                                                                                                                                                               
jghauser/follow-md-links.nvim                102    6           2023-04-20T12:41:48Z         Easily follow markdown links with this neovim plugin
chrisgrieser/nvim-recorder                   102    0           2023-07-04T19:27:40Z         Enhance the usage of macros in Neovim.                                                                                                                                                                                             
sQVe/sort.nvim                               102    1           2023-04-12T19:41:32Z         Sorting plugin for Neovim that supports line-wise and delimiter sorting.                                                                                                                                                           
gwatcha/reaper-keys                          101    1           2021-08-23T19:09:39Z          vim-bindings for Reaper
tjdevries/gruvbuddy.nvim                     100    3           2021-04-15T20:31:40Z         Gruvbox colors using https://github.com/tjdevries/colorbuddy.vim
Th3Whit3Wolf/one-nvim                        100    4           2021-06-10T05:19:17Z         Atom one theme
klen/nvim-config-local                       100    1           2023-06-15T14:00:17Z         Secure load local config files for neovim
